,title,date,place,artist,url
0,SF Music Festival - 2day Global K-pop Super Concert(SF뮤직 페스티벌 글로벌 케이팝 슈퍼콘서트),2017.09.24,대전월드컵경기장,,http://ticketpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17011581
