,title,date,place,artist,url
0,SF Music Festival - 2day Global K-pop Super Concert(SF뮤직 페스티벌 글로벌 케이팝 슈퍼콘서트),2017.09.24,대전월드컵경기장,"DJ DA.Q, VANDAL ROCK, 에일리, 비투비, Juncoco, 방탄소년단, 레드벨벳, 위너, 여자친구",http://ticketpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17011581
