,platform,title,date,place,artist,url,imageUrl
96,InterPark Ticket,페스티벌 ‘슬로우 라이프 슬로우 라이브 2017’,2017.10.07,잠실종합운동장 주경기장,"한스 짐머, 저스틴 허위츠, 디토 오케스트라",http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17011751,http://ticketimage.interpark.com/Play/image/large/17/17011751_p.gif
97,InterPark Ticket,2017 환희 앵콜 콘서트〈THE ORIGINAL〉,2017.09.29 ~ 2017.09.30,유니버설아트센터,환희,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17011440,http://ticketimage.interpark.com/Play/image/large/17/17011440_p.gif
98,InterPark Ticket,20주년 2017 The 최현우 ASK ？ ＆ answer!. - 김해,2017.09.16 ~ 2017.09.17,김해문화의전당 마루홀,최현우,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17006334,http://ticketimage.interpark.com/Play/image/large/17/17006334_p.gif
99,InterPark Ticket,"With, Antenna. The Label Concert 2017 - DAEGU",2017.09.16,대구 엑스코 5층 컨벤션홀,"정재형, 토이, 루시드폴, 페퍼톤스, 박새별, 이진아, 정승환, 권진아, 샘김, 이수정",http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17009118,http://ticketimage.interpark.com/Play/image/large/17/17009118_p.gif
100,InterPark Ticket,2017 추석맞이 윤문식 마당놀이전_대구,2017.09.24,대구아양아트센터,"윤문식, 정준태, 우상민",http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17008342,http://ticketimage.interpark.com/Play/image/large/17/17008342_p.gif
101,InterPark Ticket,2017 김연자 추석맞이 서울콘서트 - 아모르파티,2017.10.07,KBS아레나 (구 88체육관),김연자,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17011128,http://ticketimage.interpark.com/Play/image/large/17/17011128_p.gif
102,InterPark Ticket,서울숲재즈페스티벌2017 공식티켓,2017.10.07 ~ 2017.10.08,서울숲공원,"혜원, 임인건, 장필순, 윤한, 임보라, 강아솔, 안녕하신가영, 안녕의온도",http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17011010,http://ticketimage.interpark.com/Play/image/large/17/17011010_p.gif
103,InterPark Ticket,자이언티＆이하이 콘서트 - 수원,2017.09.21,경기도문화의전당 대극장,"자이언티, 이하이",http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17010584,http://ticketimage.interpark.com/Play/image/large/17/17010584_p.gif
104,InterPark Ticket,추석맞이 조항조＆장윤정 순천콘서트,2017.10.09,순천팔마체육관,"장윤정, 조항조",http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17010758,http://ticketimage.interpark.com/Play/image/large/17/17010758_p.gif
105,InterPark Ticket,＃청춘해_미리보는 2017전파EXPO - 광주,2017.09.28,GIST(광주과학기술원) 기계공학동 잔디광장,"넉살, 던밀스, 여자친구",http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17011802,http://ticketimage.interpark.com/Play/image/large/17/17011802_p.gif
106,InterPark Ticket,［ 2017 Theatre 이문세 ］ - 부산,2017.09.15 ~ 2017.09.16,부산문화회관 대극장,이문세,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17008917,http://ticketimage.interpark.com/Play/image/large/17/17008917_p.gif
107,InterPark Ticket,［ 2017 Theatre 이문세 ］ - 수원,2017.10.13 ~ 2017.10.14,경기도문화의전당 대극장,이문세,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17009218,http://ticketimage.interpark.com/Play/image/large/17/17009218_p.gif
108,InterPark Ticket,［ 2017 Theatre 이문세 ］ - 용인,2017.09.22 ~ 2017.09.23,용인 포은아트홀,이문세,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17008428,http://ticketimage.interpark.com/Play/image/large/17/17008428_p.gif
109,InterPark Ticket,［ 2017 Theatre 이문세 ］ - 춘천,2017.11.24 ~ 2017.11.25,춘천 강원대학교 백령아트센터,이문세,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17010368,http://ticketimage.interpark.com/Play/image/large/17/17010368_p.gif
110,InterPark Ticket,［고양］2017 이루마 라이브 콘서트 〈Frame〉,2017.11.04,고양아람누리 아람극장,이루마,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17012156,http://ticketimage.interpark.com/Play/image/large/17/17012156_p.gif
111,InterPark Ticket,［서울］조항조＆장윤정 추석맞이 콘서트,2017.09.16,장충체육관,"장윤정, 조항조",http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17009827,http://ticketimage.interpark.com/Play/image/large/17/17009827_p.gif
112,InterPark Ticket,［성남］ 2017 이루마 라이브 콘서트〈Frame〉,2017.11.05,성남아트센터 오페라하우스,이루마,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17012066,http://ticketimage.interpark.com/Play/image/large/17/17012066_p.gif
113,InterPark Ticket,［책과 음악이 있는 하룻밤］미드나잇 블루 얼리버드 티켓,2017.10.27 ~ 2017.10.28,블루스퀘어 북파크 ＆ 카오스홀,Null,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17012367,http://ticketimage.interpark.com/Play/image/large/17/17012367_p.gif
114,InterPark Ticket,［Brunch Stage ＃2］ 피아노가 있는 브런치,2017.09.28,블루스퀘어 카오스홀,Null,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17012410,http://ticketimage.interpark.com/Play/image/large/17/17012410_p.gif
115,InterPark Ticket,［VIP호텔/한정］반얀트리 루프탑 DJ클럽 파티,2017.09.15,반얀트리 클럽 앤 스파 서울,Null,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17011824,http://ticketimage.interpark.com/Play/image/large/17/17011824_p.gif
116,InterPark Ticket,‘유리상자’ 감성보컬 이세준의 테마가 있는 콘서트,2017.09.29,마리아칼라스홀,이세준,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17010823,http://ticketimage.interpark.com/Play/image/large/17/17010823_p.gif
117,InterPark Ticket,“쓸쓸하고 찬란하神 - 도깨비” 콘서트,2017.08.12 ~ 2017.10.28,한국콘텐츠진흥원 ckl기업지원센터 9층,페이텀,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17010146,http://ticketimage.interpark.com/Play/image/large/17/17010146_p.gif
118,InterPark Ticket,“위대한 10년의 기적” 폴포츠 콘서트,2017.10.21,세종문화회관 대극장,폴 포츠,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17012606,http://ticketimage.interpark.com/Play/image/large/17/17012606_p.gif
119,InterPark Ticket,〈2017 국립극장 제야음악회〉,2017.12.31,국립극장 해오름극장,Null,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17009339,http://ticketimage.interpark.com/Play/image/large/17/17009339_p.gif
120,InterPark Ticket,〈강상준 7080 콘서트〉 - 인천,2017.09.27,인천서구문화회관 대공연장,Null,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17011818,http://ticketimage.interpark.com/Play/image/large/17/17011818_p.gif
121,InterPark Ticket,2017 “윤종신 좋니？” 전국투어 콘서트 - 울산,2017.10.28,KBS 울산홀,Null,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17012241,http://ticketimage.interpark.com/Play/image/large/NoImage.gif
122,InterPark Ticket,2017 거미 앨범 발매기념 콘서트 〈STROKE〉 - 성남,2017.11.04,성남아트센터 오페라하우스,거미,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17011113,http://ticketimage.interpark.com/Play/image/large/17/17011113_p.gif
123,InterPark Ticket,2017 거미 앨범 발매기념 콘서트 〈STROKE〉 - 울산,2017.09.24,KBS 울산홀,거미,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17010135,http://ticketimage.interpark.com/Play/image/large/17/17010135_p.gif
124,InterPark Ticket,2017 거미 앨범 발매기념 콘서트 〈STROKE〉 - 창원,2017.10.21,KBS 창원홀,거미,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17010172,http://ticketimage.interpark.com/Play/image/large/17/17010172_p.gif
125,InterPark Ticket,2017 김경호 전국투어 콘서트［THE SHOW MUST GO ON］- 전주,2017.10.28,전북대학교 삼성문화회관,김경호,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17011702,http://ticketimage.interpark.com/Play/image/large/17/17011702_p.gif
126,InterPark Ticket,2017 김광석 다시부르기-전주,2017.11.04,전북대학교 삼성문화회관,"유리상자, 동물원, 황정민, 박학기, 장필순, 루나, 자전거 탄 풍경, 박시환",http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17012038,http://ticketimage.interpark.com/Play/image/large/17/17012038_p.gif
127,InterPark Ticket,2017 남진 콘서트 - 제주,2017.10.08,제주아트센터,남진,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17010580,http://ticketimage.interpark.com/Play/image/large/17/17010580_p.gif
128,InterPark Ticket,2017 대전 힙합 페스티벌,2017.10.13 ~ 2017.10.14,대전무역전시관 야외 특설무대,"도끼, 더콰이엇, 딥플로우, 우탄, 기리보이, 올티, 넉살, 씨잼, 오디, 천재노창, 던밀스, 한해, 슈퍼비, 면도, 김효은, 창모, 해쉬스완, 한요한",http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17012153,http://ticketimage.interpark.com/Play/image/large/17/17012153_p.gif
129,InterPark Ticket,2017 더바이브패밀리콘서트 - 전주,2017.10.14,한국소리문화의전당 야외공연장,"바이브, 벤, 신용재, 임세준",http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17011552,http://ticketimage.interpark.com/Play/image/large/17/17011552_p.gif
130,InterPark Ticket,2017 러시아워콘서트 3.- 고상지 ‘부에노스 아이레스 탱고 카페’,2017.11.23,LG아트센터,고상지,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17002156,http://ticketimage.interpark.com/Play/image/large/17/17002156_p.gif
131,InterPark Ticket,2017 문화가 있는 날 작은음악회 ＇낮달＇ - 전주 - 제나탱고,2017.11.29,한국소리문화의전당 명인홀,Null,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17006636,http://ticketimage.interpark.com/Play/image/large/17/17006636_p.gif
132,InterPark Ticket,2017 미스터빅 내한공연,2017.10.08,예스24 라이브홀,미스터빅,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17012586,http://ticketimage.interpark.com/Play/image/large/17/17012586_p.gif
133,InterPark Ticket,2017 벤 콘서트［BEN＇s Memory］,2017.10.21 ~ 2017.10.22,KT＆G 상상마당 대치아트홀,벤,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17011699,http://ticketimage.interpark.com/Play/image/large/17/17011699_p.gif
134,InterPark Ticket,2017 변진섭 30주년 여수콘서트,2017.11.17 ~ 2017.11.18,GS칼텍스 예울마루 대극장,변진섭,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17012152,http://ticketimage.interpark.com/Play/image/large/17/17012152_p.gif
135,InterPark Ticket,2017 변진섭 30주년 콘서트 〈TIMELESS〉 - 창원,2017.10.28 ~ 2017.10.29,KBS 창원홀,변진섭,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17011613,http://ticketimage.interpark.com/Play/image/large/17/17011613_p.gif
136,InterPark Ticket,2017 변진섭 30주년 콘서트〈TIMELESS〉-대구,2017.09.23,경북대학교 대강당,변진섭,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17010673,http://ticketimage.interpark.com/Play/image/large/17/17010673_p.gif
137,InterPark Ticket,2017 수상한거리 페스티벌 Season 3：Hang out with Him,2017.09.23,"스테이라운지,카페피카소,CCM아지트",Null,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17009162,http://ticketimage.interpark.com/Play/image/large/17/17009162_p.gif
138,InterPark Ticket,2017 쎄시봉 친구들 - 오산,2017.12.30,오산문화예술회관 대공연장,"김세환, 윤형주, 정훈희",http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17012084,http://ticketimage.interpark.com/Play/image/large/17/17012084_p.gif
139,InterPark Ticket,2017 월드디저트페스티벌 블라인드 얼리버드 할인,2017.10.07 ~ 2017.10.08,난지한강공원 젊음의 광장,Null,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17008473,http://ticketimage.interpark.com/Play/image/large/17/17008473_p.gif
140,InterPark Ticket,2017 윤문식 마당놀이전_부산,2017.11.05,KBS부산홀,"윤문식, 정준태, 우상민",http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17010714,http://ticketimage.interpark.com/Play/image/large/17/17010714_p.gif
141,InterPark Ticket,2017 윤문식 마당놀이전_인천,2017.11.04,인천문화예술회관 대공연장,"윤문식, 정준태, 우상민",http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17011418,http://ticketimage.interpark.com/Play/image/large/17/17011418_p.gif
142,InterPark Ticket,2017 이미자 孝 음악회 - 부천,2017.10.28,부천 시민회관 대공연장,"이미자, 이택림",http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17011606,http://ticketimage.interpark.com/Play/image/large/17/17011606_p.gif
143,InterPark Ticket,2017 이병우 기타 솔로 콘서트 〈우주기타〉,2017.10.20 ~ 2017.10.21,백암아트홀,이병우,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17011660,http://ticketimage.interpark.com/Play/image/large/17/17011660_p.gif
144,InterPark Ticket,2017 이석훈 소극장 콘서트 ‘쓰임’,2017.09.15 ~ 2017.09.24,무브홀(MUV Hall),이석훈,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17009642,http://ticketimage.interpark.com/Play/image/large/17/17009642_p.gif
145,InterPark Ticket,2017 이승철 콘서트 〈COME BACK〉 - 수원,2017.11.11,수원 종합운동장 실내체육관,이승철,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17012628,http://ticketimage.interpark.com/Play/image/large/17/17012628_p.gif
146,InterPark Ticket,2017 이승철 콘서트 〈COME BACK〉 - 일산,2017.10.28,일산 킨텍스 제2전시장 9A홀,이승철,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17012486,http://ticketimage.interpark.com/Play/image/large/17/17012486_p.gif
147,InterPark Ticket,2017 이승철 콘서트 〈COME BACK〉 - 천안,2017.11.04,천안 남서울대학교 성암문화체육관,이승철,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17012505,http://ticketimage.interpark.com/Play/image/large/17/17012505_p.gif
148,InterPark Ticket,2017 이준 서울팬미팅 The Present,2017.09.30,올림픽공원 K-아트홀,이준,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17010767,http://ticketimage.interpark.com/Play/image/large/17/17010767_p.gif
149,InterPark Ticket,2017 인문학콘서트Ⅲ - 대전,2017.09.26,대전예술의전당 앙상블홀,Null,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17002977,http://ticketimage.interpark.com/Play/image/large/17/17002977_p.gif
150,InterPark Ticket,2017 인문학콘서트Ⅳ - 대전,2017.10.18,대전예술의전당 앙상블홀,Null,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17002978,http://ticketimage.interpark.com/Play/image/large/17/17002978_p.gif
151,InterPark Ticket,2017 인문학콘서트Ⅴ - 대전,2017.11.15,대전예술의전당 앙상블홀,Null,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17002984,http://ticketimage.interpark.com/Play/image/large/17/17002984_p.gif
152,InterPark Ticket,2017 일렉트릭 스카이 뮤직 페스티벌,2017.10.03,잠실 보조경기장,갈란티스,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17011417,http://ticketimage.interpark.com/Play/image/large/17/17011417_p.gif
153,InterPark Ticket,2017 정동하 콘서트［THE ARTIST : 소리］- 춘천,2017.10.28,춘천 강원대학교 백령아트센터,정동하,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17011835,http://ticketimage.interpark.com/Play/image/large/17/17011835_p.gif
154,InterPark Ticket,2017 조항조 ＆ 장윤정 콘서트 - 광주,2017.10.01,광주문화예술회관 대극장,"장윤정, 조항조",http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17008789,http://ticketimage.interpark.com/Play/image/large/17/17008789_p.gif
155,InterPark Ticket,2017 조항조 ＆ 장윤정 콘서트 - 목포,2017.09.23,목포시민문화체육센터 대공연장,"장윤정, 조항조",http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17008846,http://ticketimage.interpark.com/Play/image/large/17/17008846_p.gif
156,InterPark Ticket,2017 터보 첫 극장판 콘서트 〈아는형들〉 대전,2017.10.13,충남대학교 정심화홀,터보,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17009895,http://ticketimage.interpark.com/Play/image/large/17/17009895_p.gif
157,InterPark Ticket,2017 터보 첫 극장판 콘서트 〈아는형들〉 성남,2017.09.16,성남아트센터 오페라하우스,터보,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17009894,http://ticketimage.interpark.com/Play/image/large/17/17009894_p.gif
158,InterPark Ticket,2017 트라이보울 재즈 시리즈 - 인천,2017.09.24,송도 트라이보울 공연장,Null,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17012151,http://ticketimage.interpark.com/Play/image/large/17/17012151_p.gif
159,InterPark Ticket,2017 한영애 콘서트 - 바람,2017.10.07,세종문화회관 M씨어터,한영애,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17012014,http://ticketimage.interpark.com/Play/image/large/17/17012014_p.gif
160,InterPark Ticket,2017 K-POP WORLD FESTIVAL IN CHANGWON,2017.09.29,창원종합운동장,"에일리, 방탄소년단, 몬스타 엑스, 아스트로, 트와이스, NCT 127",http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17010957,http://ticketimage.interpark.com/Play/image/large/17/17010957_p.gif
161,InterPark Ticket,2017 KT 멤버십  Voyage to Jarasum - 가평,2017.09.16 ~ 2017.09.17,경기도 가평군 자라섬,Null,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17010579,http://ticketimage.interpark.com/Play/image/large/17/17010579_p.gif
162,InterPark Ticket,2017 The 최현우 Ask？＆ answer!. - 고양,2017.10.21 ~ 2017.10.22,고양아람누리 아람극장,최현우,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17010716,http://ticketimage.interpark.com/Play/image/large/17/17010716_p.gif
163,InterPark Ticket,2017대전국제기타페스티벌 - 마사아키 키시베(Masaaki Kishibe),2017.10.11,대전예술가의집 누리홀,Null,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17012545,http://ticketimage.interpark.com/Play/image/large/17/17012545_p.gif
164,InterPark Ticket,2017대전국제기타페스티벌 - 박주원밴드＆말로,2017.10.14,대전예술의전당 아트홀,Null,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17012552,http://ticketimage.interpark.com/Play/image/large/17/17012552_p.gif
165,InterPark Ticket,2017대전국제기타페스티벌 - 이정선의 토크콘서트,2017.10.12,대전예술가의집 누리홀,Null,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17012548,http://ticketimage.interpark.com/Play/image/large/17/17012548_p.gif
166,InterPark Ticket,2017대전국제기타페스티벌 - 하타슈지＆장하은,2017.10.13,대전예술가의집 누리홀,Null,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17012550,http://ticketimage.interpark.com/Play/image/large/17/17012550_p.gif
167,InterPark Ticket,2Moons Fan-meeting in Korea,2017.10.21,명보아트홀 하람홀,Null,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17010941,http://ticketimage.interpark.com/Play/image/large/17/17010941_p.gif
168,InterPark Ticket,2nd Symphony of the Masterchefs,2017.10.09,롯데호텔서울 크리스탈볼룸(2F),금난새,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17011808,http://ticketimage.interpark.com/Play/image/large/17/17011808_p.gif
169,InterPark Ticket,33주년 최인혁 라이브 콘서트,2017.10.28,목동 아이스링크,Null,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17011608,http://ticketimage.interpark.com/Play/image/large/17/17011608_p.gif
170,InterPark Ticket,같이걸어가기 2017,2017.10.20 ~ 2017.10.21,디앤지홀,"염평안, 임성규, 조찬미",http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17011849,http://ticketimage.interpark.com/Play/image/large/17/17011849_p.gif
171,InterPark Ticket,개그 핫 콘서트 - 아산,2017.09.01 ~ 2017.09.30,아산 코미디홀,Null,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17010550,http://ticketimage.interpark.com/Play/image/large/17/17010550_p.gif
172,InterPark Ticket,개그 핫 콘서트 - 아산,2017.10.01 ~ 2017.10.31,아산 코미디홀,Null,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17012500,http://ticketimage.interpark.com/Play/image/large/17/17012500_p.gif
173,InterPark Ticket,"고은성,곽동현,박상돈,이동신 〈오버더크로스오버〉 콘서트 - 고양",2017.10.14,고양아람누리 아람극장,"박상돈, 곽동현, 고은성, 이동신",http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17010055,http://ticketimage.interpark.com/Play/image/large/17/17010055_p.gif
174,InterPark Ticket,"고은성,곽동현,박상돈,이동신 〈오버더크로스오버〉 콘서트 - 광주",2017.10.28,김대중컨벤션센터 다목적홀,"고은성, 곽동현, 박상돈, 이동신",http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17010057,http://ticketimage.interpark.com/Play/image/large/17/17010057_p.gif
175,InterPark Ticket,"고은성,곽동현,박상돈,이동신 〈오버더크로스오버〉 콘서트 - 부산",2017.09.23,부산 KBS홀,"고은성, 곽동현, 박상돈, 이동신",http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17010066,http://ticketimage.interpark.com/Play/image/large/17/17010066_p.gif
176,InterPark Ticket,"고은성,곽동현,박상돈,이동신 〈오버더크로스오버〉 콘서트 - 서울",2017.10.21,올림픽공원 올림픽홀,"고은성, 곽동현, 박상돈, 이동신",http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17010022,http://ticketimage.interpark.com/Play/image/large/17/17010022_p.gif
177,InterPark Ticket,"고은성,곽동현,박상돈,이동신 〈오버더크로스오버〉 콘서트 - 전주",2017.09.30,한국소리문화의전당 모악당,"고은성, 곽동현, 박상돈, 이동신",http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17010033,http://ticketimage.interpark.com/Play/image/large/17/17010033_p.gif
178,InterPark Ticket,고품격개그쇼 “더 퀄리티”,2017.09.09 ~ 2017.09.30,갈갈이홀,Null,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17012112,http://ticketimage.interpark.com/Play/image/large/17/17012112_p.gif
179,InterPark Ticket,구로아트밸리 청년 희망 밴드 페스티벌,2017.09.18 ~ 2017.09.19,구로아트밸리 예술극장,Null,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17011180,http://ticketimage.interpark.com/Play/image/large/17/17011180_p.gif
180,InterPark Ticket,구윤회 소극장콘서트,2017.10.29,마리아칼라스홀,Null,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17011698,http://ticketimage.interpark.com/Play/image/large/17/17011698_p.gif
181,InterPark Ticket,김보경 단독 콘서트〈자유시간〉,2017.09.22,롤링홀,김보경,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17011537,http://ticketimage.interpark.com/Play/image/large/17/17011537_p.gif
182,InterPark Ticket,"김소현,손준호의 LOVE＆MUSICAL 토크콘서트-울산",2017.11.09,울주문화예술회관,Null,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17012293,http://ticketimage.interpark.com/Play/image/large/17/17012293_p.gif
183,InterPark Ticket,김수희 콘서트,2017.09.15,강동아트센터 대극장 한강,김수희,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17010459,http://ticketimage.interpark.com/Play/image/large/17/17010459_p.gif
184,InterPark Ticket,김종서 30주년 콘서트,2017.09.12 ~ 2017.10.09,SH아트홀,김종서,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17010133,http://ticketimage.interpark.com/Play/image/large/17/17010133_p.gif
185,InterPark Ticket,꿈꾸는씨어터 - 넌버벌퍼포먼스 BEAT UP - 인천,2017.09.27,인천 수봉문화회관 소극장,Null,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17011722,http://ticketimage.interpark.com/Play/image/large/17/17011722_p.gif
186,InterPark Ticket,나윤선 콘서트,2017.12.23 ~ 2017.12.24,국립극장 해오름극장,나윤선,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17009594,http://ticketimage.interpark.com/Play/image/large/17/17009594_p.gif
187,InterPark Ticket,노래극단 희망새 콘서트 통일의노래 2017,2017.09.28,홍대 CY씨어터,Null,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17011663,http://ticketimage.interpark.com/Play/image/large/17/17011663_p.gif
188,InterPark Ticket,노리플라이 콘서트 - 구리,2017.10.14,구리아트홀 유채꽃 소극장,노리플라이,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17010949,http://ticketimage.interpark.com/Play/image/large/17/17010949_p.gif
189,InterPark Ticket,뉴이스트(NU’EST) OFFICIAL FAN CLUB ‘L.O.Λ.E’ 2기 모집,2017.09.08 ~ 2017.09.30,해당없음,Null,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17012032,http://ticketimage.interpark.com/Play/image/large/17/17012032_p.gif
190,InterPark Ticket,다큐＆뮤직콘서트 - 고양,2017.09.16,고양아람누리 아람음악당(하이든홀),Null,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17011431,http://ticketimage.interpark.com/Play/image/large/17/17011431_p.gif
191,InterPark Ticket,댕댕이페스티벌 1차 티켓,2017.10.28,여의도 물빛무대,"송은이, 윤하, 도끼, 장필순, 서사무엘",http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17010709,http://ticketimage.interpark.com/Play/image/large/17/17010709_p.gif
192,InterPark Ticket,데이브 코즈 내한공연 2017,2017.09.20,한전아트센터,데이브 코즈,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17008636,http://ticketimage.interpark.com/Play/image/large/17/17008636_p.gif
193,InterPark Ticket,데이브니어 : 콘서트 DAVE NEAR : Concert,2017.09.24,성수아트홀,Null,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GroupCode=17011415,http://ticketimage.interpark.com/Play/image/large/17/17011415_p.gif
